Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       4/4           ClusterOutputter::closeAll() [257]
[241]    0.0    0.00    0.00       4         std::vector<std::string, std::allocator<std::string> >::reserve(unsigned long) [241]
-----------------------------------------------
                0.00    0.00       1/4           PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
                0.00    0.00       1/4           Config::read_config(char const*) [84]
                0.00    0.00       2/4           Config::parse_config_parameter(char*) [88]
[242]    0.0    0.00    0.00       4         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [242]
-----------------------------------------------
                0.00    0.00       1/3           DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
                0.00    0.00       2/3           ClusterOutputter::init(MsParameterStruct const*, float) [370]
[243]    0.0    0.00    0.00       3         createDirIfDoesNotExist(char const*, int) [243]
-----------------------------------------------
                0.00    0.00       3/3           PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
[244]    0.0    0.00    0.00       3         std::istream::getline(char*, long) [clone .constprop.434] [244]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*, std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > > >, unsigned long, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > const&) [268]
[245]    0.0    0.00    0.00       3         std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*>(std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*) [245]
-----------------------------------------------
                0.00    0.00       3/3           PMCSQS_Scorer::read_pmc_rank_models(Config const*, char const*) [365]
[246]    0.0    0.00    0.00       3         std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<RankBoostModel**, std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > >, unsigned long, RankBoostModel* const&) [246]
-----------------------------------------------
                0.00    0.00       3/3           PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
[247]    0.0    0.00    0.00       3         std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > >, unsigned long, std::vector<MlModel*, std::allocator<MlModel*> > const&) [247]
                0.00    0.00       6/6           std::vector<MlModel*, std::allocator<MlModel*> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<MlModel*, std::allocator<MlModel*> >*>(std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<MlModel*, std::allocator<MlModel*> >*) [223]
-----------------------------------------------
                0.00    0.00       1/3           DatFileWriter::convertDataToDatSecondPass(std::string const&, std::string const&, std::string const&, float, int) [64]
                0.00    0.00       2/3           sortDatPathsAccordingToMz(std::vector<std::string, std::allocator<std::string> >&) [255]
[248]    0.0    0.00    0.00       3         std::vector<std::string, std::allocator<std::string> >::operator=(std::vector<std::string, std::allocator<std::string> > const&) [248]
-----------------------------------------------
                0.00    0.00       1/3           MsClusterAlgorithm::setSimilarityThresholds(float, int) [373]
                0.00    0.00       2/3           ClusterOutputter::init(MsParameterStruct const*, float) [370]
[249]    0.0    0.00    0.00       3         std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [249]
-----------------------------------------------
                0.00    0.00       3/3           void std::sort<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [252]
[250]    0.0    0.00    0.00       3         void std::__insertion_sort<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [250]
                0.00    0.00      38/408         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [142]
-----------------------------------------------
                                  46             void std::__introsort_loop<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long>(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long) [251]
                0.00    0.00       3/3           void std::sort<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [252]
[251]    0.0    0.00    0.00       3+46      void std::__introsort_loop<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long>(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long) [251]
                0.00    0.00      46/46          void std::swap<AA_combo>(AA_combo&, AA_combo&) [176]
                                  46             void std::__introsort_loop<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long>(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long) [251]
-----------------------------------------------
                0.00    0.00       3/3           Config::calc_aa_combo_masses() [382]
[252]    0.0    0.00    0.00       3         void std::sort<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [252]
                0.00    0.00     370/408         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [142]
                0.00    0.00       3/3           void std::__introsort_loop<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long>(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, long) [251]
                0.00    0.00       3/3           void std::__insertion_sort<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [250]
-----------------------------------------------
                0.00    0.00       2/2           __libc_csu_init [1965]
[253]    0.0    0.00    0.00       2         _GLOBAL__sub_I__ZN21ME_Regression_DataSet10add_sampleERK20ME_Regression_Sample [253]
-----------------------------------------------
                0.00    0.00       2/2           PMCSQS_Scorer::read_pmc_rank_models(Config const*, char const*) [365]
